date,window_idx,worker_id,crew_id,zone,task,hour,imu_energy,imu_entropy,radar_entropy,zone_match,material_ready,drawing_ready,congestion_index,travel_ratio,interference_flag,task_complexity,productivity_score_true,productivity_class_true,productivity_score_pred,productivity_class_pred
08/01/2026,6,W03,C3,Z3,Framing,12.5,0.7239,0.552,0.4751,1,1,1,0.5273,0.2094,1,0.4,0.6069,1,0.638,2
08/01/2026,7,W03,C3,Z3,Framing,13.25,0.8078,0.7915,0.6396,1,1,1,0.3842,0.3594,0,0.4,0.7336,2,0.7925,2
08/01/2026,8,W03,C3,Z3,Framing,14,0.6722,0.5591,0.6378,1,1,1,0.3662,0.2212,0,0.4,0.6904,2,0.7934,2
08/01/2026,9,W03,C3,Z3,Framing,14.75,0.3259,0.4573,0.4979,1,0,1,0.437,0.1996,0,0.4,0.5552,1,0.5325,1
08/01/2026,10,W03,C3,Z3,Framing,15.5,0.6802,0.7411,0.7005,1,1,1,0.6864,0.0984,1,0.4,0.6086,1,0.6514,2
08/01/2026,11,W03,C3,Z3,Framing,16.25,0.4574,0.4717,0.5761,1,0,0,0.597,0.1673,0,0.4,0.3616,1,0.5048,1
08/01/2026,0,W04,C1,Z2,Framing,8,0.6568,0.5832,0.558,1,1,1,0.264,0.1073,1,0.4,0.7377,2,0.7634,2
08/01/2026,1,W04,C1,Z2,Framing,8.75,0.8035,0.5603,0.7235,1,1,1,0.2737,0,0,0.4,0.8942,2,0.9339,2
08/01/2026,2,W04,C1,Z2,Framing,9.5,0.4807,0.5865,0.4662,0,0,1,0.4067,0.1355,1,0.4,0.4937,1,0.5079,1
08/01/2026,3,W04,C1,Z2,Framing,10.25,0.3322,0.6257,0.398,1,0,1,0.3535,0.2387,0,0.4,0.6363,2,0.6656,2
08/01/2026,4,W04,C1,Z2,Framing,11,0.6661,0.803,0.4994,1,1,1,0.5303,0.0683,1,0.4,0.7383,2,0.7673,2
08/01/2026,5,W04,C1,Z2,Framing,11.75,0.6605,0.6155,0.2794,0,0,1,0.3794,0.126,0,0.4,0.6369,2,0.6369,2
08/01/2026,6,W04,C1,Z2,Framing,12.5,0.6433,0.6041,0.6413,1,1,1,0.6551,0.3855,1,0.4,0.5999,1,0.7087,2
08/01/2026,7,W04,C1,Z2,Framing,13.25,0.3338,0.6571,0.6159,1,0,1,0.2964,0.2282,0,0.4,0.5955,1,0.7211,2
08/01/2026,8,W04,C1,Z2,Framing,14,0.6956,0.7092,0.5175,1,1,0,0.1805,0.0826,0,0.4,0.9325,2,0.8668,2
08/01/2026,9,W04,C1,Z2,Framing,14.75,0.555,0.5375,0.4695,0,1,1,0.3784,0.1364,0,0.4,0.7063,2,0.6425,2
08/01/2026,10,W04,C1,Z2,Framing,15.5,0.7589,0.6486,0.5288,1,1,1,0.2328,0.3201,0,0.4,0.7258,2,0.8142,2
08/01/2026,11,W04,C1,Z2,Framing,16.25,0.4802,0.6519,0.3963,0,0,0,0.2265,0.1615,0,0.4,0.4752,1,0.5255,1
08/01/2026,0,W05,C2,Z1,Framing,8,0.67,0.5332,0.5665,1,1,1,0.4699,0.1348,0,0.4,0.8239,2,0.8097,2
08/01/2026,1,W05,C2,Z1,Framing,8.75,0.5973,0.8481,0.7446,1,1,1,0.4471,0.1225,1,0.4,0.7803,2,0.7797,2
08/01/2026,2,W05,C2,Z1,Framing,9.5,0.4531,0.6093,0.5379,1,1,1,0.2082,0.1976,0,0.4,0.8265,2,0.7874,2
08/01/2026,3,W05,C2,Z1,Framing,10.25,0.8693,0.6787,0.7527,1,1,1,0.2048,0.2804,1,0.4,0.7244,2,0.8371,2
08/01/2026,4,W05,C2,Z1,Framing,11,0.5307,0.459,0.4853,1,0,0,0.2227,0.0053,0,0.4,0.6003,1,0.6684,2
08/01/2026,5,W05,C2,Z1,Framing,11.75,0.6651,0.6404,0.5808,1,1,1,0.3972,0.1779,0,0.4,0.8149,2,0.8491,2
08/01/2026,6,W05,C2,Z1,Framing,12.5,0.7232,0.5592,0.7568,0,1,0,0.4921,0.064,0,0.4,0.6934,2,0.6744,2
08/01/2026,7,W05,C2,Z1,Framing,13.25,0.402,0.6387,0.5195,1,1,1,0.2451,0.2933,1,0.4,0.5719,1,0.6527,2
08/01/2026,8,W05,C2,Z1,Framing,14,0.4981,0.467,0.5196,1,1,1,0.4537,0.1634,0,0.4,0.6653,2,0.7192,2
08/01/2026,9,W05,C2,Z1,Framing,14.75,0.5543,0.5865,0.4092,1,1,1,0.4969,0.2815,1,0.4,0.574,1,0.5799,1
08/01/2026,10,W05,C2,Z1,Framing,15.5,0.8959,0.4576,0.5689,1,1,1,0.2715,0.0957,0,0.4,0.8651,2,0.8206,2
08/01/2026,11,W05,C2,Z1,Framing,16.25,0.6991,0.5762,0.6162,1,1,1,0.2884,0.1057,0,0.4,0.7482,2,0.7929,2
08/01/2026,0,W06,C3,Z1,Framing,8,0.6366,0.5667,0.5075,0,1,1,0.3569,0.1797,0,0.4,0.6647,2,0.7494,2
08/01/2026,1,W06,C3,Z1,Framing,8.75,0.504,0.5785,0.583,1,0,1,0.2088,0.2472,0,0.4,0.7551,2,0.6948,2
08/01/2026,2,W06,C3,Z1,Framing,9.5,0.8784,0.6039,0.4935,1,1,1,0.2456,0.271,0,0.4,0.907,2,0.97,2
08/01/2026,3,W06,C3,Z1,Framing,10.25,0.5872,0.5982,0.5705,0,1,1,0.3394,0.2491,0,0.4,0.6881,2,0.7863,2
08/01/2026,4,W06,C3,Z1,Framing,11,0.6072,0.7354,0.5248,1,1,0,0.3583,0.1437,0,0.4,0.9101,2,0.8479,2
08/01/2026,5,W06,C3,Z1,Framing,11.75,0.6294,0.6174,0.5097,1,1,1,0.4181,0.1551,0,0.4,0.8025,2,0.8034,2
08/01/2026,6,W06,C3,Z1,Framing,12.5,0.6589,0.5456,0.4991,0,1,1,0.1919,0.2008,0,0.4,0.7886,2,0.7793,2
08/01/2026,7,W06,C3,Z1,Framing,13.25,0.4712,0.638,0.5363,1,0,1,0.2218,0.2249,0,0.4,0.6627,2,0.7747,2
08/01/2026,8,W06,C3,Z1,Framing,14,0.7473,0.5888,0.5418,0,1,1,0.3858,0.299,0,0.4,0.6385,2,0.7115,2
08/01/2026,9,W06,C3,Z1,Framing,14.75,0.4708,0.6571,0.4289,0,1,1,0.4289,0.0525,0,0.4,0.6291,2,0.6344,2
08/01/2026,10,W06,C3,Z1,Framing,15.5,0.7027,0.6483,0.4595,1,1,1,0.4654,0.1532,0,0.4,0.8158,2,0.7706,2
08/01/2026,11,W06,C3,Z1,Framing,16.25,0.7485,0.7068,0.7546,1,1,1,0.4607,0.2855,0,0.4,0.7878,2,0.7846,2
08/01/2026,0,W07,C1,Z2,Framing,8,0.4833,0.5596,0.7079,1,0,1,0.3269,0.2475,1,0.4,0.6376,2,0.6737,2
08/01/2026,1,W07,C1,Z2,Framing,8.75,0.5665,0.6027,0.6044,1,1,1,0.5154,0.2062,0,0.4,0.7357,2,0.7525,2
08/01/2026,2,W07,C1,Z2,Framing,9.5,0.4921,0.5734,0.7013,1,1,1,0.3134,0.1365,0,0.4,0.814,2,0.8135,2
08/01/2026,3,W07,C1,Z2,Framing,10.25,0.5786,0.6422,0.5652,1,1,0,0.1925,0.0686,0,0.4,0.889,2,0.8133,2
08/01/2026,4,W07,C1,Z2,Framing,11,0.8423,0.8099,0.456,1,1,0,0.1761,0.4668,1,0.4,0.776,2,0.8087,2
08/01/2026,5,W07,C1,Z2,Framing,11.75,0.5871,0.5412,0.673,0,1,0,0.4213,0.2947,0,0.4,0.6662,2,0.5879,1
08/01/2026,6,W07,C1,Z2,Framing,12.5,0.5227,0.5506,0.462,1,1,1,0.5184,0.148,1,0.4,0.7809,2,0.6678,2
08/01/2026,7,W07,C1,Z2,Framing,13.25,0.7433,0.3161,0.6026,1,1,1,0.426,0.1609,0,0.4,0.7625,2,0.8803,2
08/01/2026,8,W07,C1,Z2,Framing,14,0.5998,0.3765,0.6638,1,1,0,0.3164,0.1406,1,0.4,0.641,2,0.7236,2
08/01/2026,9,W07,C1,Z2,Framing,14.75,0.6735,0.4872,0.5529,1,1,1,0.3299,0.0639,0,0.4,0.752,2,0.8363,2
08/01/2026,10,W07,C1,Z2,Framing,15.5,0.3232,0.4537,0.3976,1,1,1,0.2443,0.2343,0,0.4,0.5832,1,0.6879,2
08/01/2026,11,W07,C1,Z2,Framing,16.25,0.8079,0.7389,0.651,0,1,1,0.3117,0.1914,0,0.4,0.6898,2,0.7452,2
08/01/2026,0,W08,C2,Z1,Framing,8,0.681,0.6015,0.4142,1,1,1,0.1389,0.1815,0,0.4,0.873,2,0.8552,2
08/01/2026,1,W08,C2,Z1,Framing,8.75,0.6803,0.6222,0.4833,1,1,1,0.3418,0.2055,0,0.4,0.7967,2,0.806,2
08/01/2026,2,W08,C2,Z1,Framing,9.5,0.4745,0.4505,0.5493,0,0,1,0.2299,0.234,0,0.4,0.6182,2,0.565,1
08/01/2026,3,W08,C2,Z1,Framing,10.25,0.5852,0.4854,0.5544,1,1,1,0.2898,0.287,0,0.4,0.7547,2,0.7461,2
08/01/2026,4,W08,C2,Z1,Framing,11,0.6519,0.5631,0.735,1,1,0,0.3827,0.1741,1,0.4,0.6959,2,0.6899,2
08/01/2026,5,W08,C2,Z1,Framing,11.75,0.6899,0.6233,0.6524,1,1,0,0.3034,0.175,0,0.4,0.7518,2,0.8202,2
08/01/2026,6,W08,C2,Z1,Framing,12.5,0.5811,0.6164,0.4427,1,1,1,0.5607,0.0983,0,0.4,0.7583,2,0.7521,2
08/01/2026,7,W08,C2,Z1,Framing,13.25,0.7521,0.5746,0.5665,1,1,1,0.3279,0.0587,0,0.4,0.8473,2,0.9003,2
08/01/2026,8,W08,C2,Z1,Framing,14,0.8418,0.5847,0.5301,1,1,1,0.2482,0.1405,0,0.4,0.8466,2,0.9057,2
08/01/2026,9,W08,C2,Z1,Framing,14.75,0.3077,0.3851,0.4441,0,0,1,0.1014,0.2711,0,0.4,0.4522,1,0.4914,1
08/01/2026,10,W08,C2,Z1,Framing,15.5,0.6828,0.6336,0.3212,1,1,1,0.4528,0.209,0,0.4,0.7932,2,0.7601,2
08/01/2026,11,W08,C2,Z1,Framing,16.25,0.1623,0.6689,0.7429,0,0,1,0.4349,0.1289,0,0.4,0.3613,1,0.3812,1
08/01/2026,0,W09,C3,Z2,Framing,8,0.3407,0.6455,0.404,0,0,1,0.1439,0.1008,1,0.4,0.5134,1,0.4932,1
08/01/2026,1,W09,C3,Z2,Framing,8.75,0.8756,0.7477,0.6022,1,1,1,0.4024,0.1748,0,0.4,0.863,2,0.9633,2
08/01/2026,2,W09,C3,Z2,Framing,9.5,0.6652,0.504,0.6391,1,1,1,0.2332,0.1991,0,0.4,0.8474,2,0.8835,2
08/01/2026,3,W09,C3,Z2,Framing,10.25,0.5985,0.6743,0.5012,1,1,1,0.2271,0.1352,0,0.4,0.8143,2,0.8567,2
08/01/2026,4,W09,C3,Z2,Framing,11,0.5302,0.6551,0.5175,1,1,0,0.3221,0.31,1,0.4,0.6137,2,0.675,2
08/01/2026,5,W09,C3,Z2,Framing,11.75,0.6334,0.4991,0.6509,1,1,1,0.6606,0.3289,0,0.4,0.781,2,0.706,2
08/01/2026,6,W09,C3,Z2,Framing,12.5,0.3686,0.5193,0.2806,0,1,1,0.3883,0.2295,0,0.4,0.5736,1,0.6299,2
08/01/2026,7,W09,C3,Z2,Framing,13.25,0.744,0.4646,0.6411,1,1,1,0.1886,0.0524,1,0.4,0.8005,2,0.8148,2
08/01/2026,8,W09,C3,Z2,Framing,14,0.5308,0.3152,0.399,1,1,1,0.2405,0.1524,0,0.4,0.6162,2,0.7572,2
08/01/2026,9,W09,C3,Z2,Framing,14.75,0.5863,0.4808,0.6118,1,1,1,0.2446,0.3675,0,0.4,0.7729,2,0.7985,2
08/01/2026,10,W09,C3,Z2,Framing,15.5,0.6386,0.4811,0.3633,0,1,1,0.3952,0.0429,1,0.4,0.5745,1,0.5354,1
08/01/2026,11,W09,C3,Z2,Framing,16.25,0.6127,0.4918,0.4039,0,1,1,0.2634,0.143,1,0.4,0.6025,1,0.5488,1
08/01/2026,0,W10,C1,Z2,Framing,8,0.532,0.6262,0.4787,1,1,1,0.2984,0.1092,0,0.4,0.8132,2,0.843,2
08/01/2026,1,W10,C1,Z2,Framing,8.75,0.5957,0.6253,0.643,0,1,1,0.5189,0.192,0,0.4,0.6276,2,0.6571,2
08/01/2026,2,W10,C1,Z2,Framing,9.5,0.5415,0.7413,0.5364,1,1,1,0.4206,0.2078,0,0.4,0.8289,2,0.8022,2
08/01/2026,3,W10,C1,Z2,Framing,10.25,0.6221,0.6663,0.4632,0,1,1,0.1928,0.1471,0,0.4,0.7418,2,0.7536,2
08/01/2026,4,W10,C1,Z2,Framing,11,0.8046,0.6484,0.5561,1,1,1,0.5978,0.3509,0,0.4,0.8085,2,0.7886,2
08/01/2026,5,W10,C1,Z2,Framing,11.75,0.6198,0.6856,0.6288,0,1,1,0.1336,0.1031,0,0.4,0.6905,2,0.7741,2
08/01/2026,6,W10,C1,Z2,Framing,12.5,0.6697,0.5274,0.5576,0,1,1,0.2343,0.2887,1,0.4,0.6789,2,0.6566,2
08/01/2026,7,W10,C1,Z2,Framing,13.25,0.6765,0.6074,0.5596,1,1,1,0.1562,0.2741,0,0.4,0.8804,2,0.8708,2
08/01/2026,8,W10,C1,Z2,Framing,14,0.6712,0.5215,0.6149,1,1,1,0.2632,0.3628,0,0.4,0.8166,2,0.8308,2
08/01/2026,9,W10,C1,Z2,Framing,14.75,0.3383,0.6564,0.3361,1,0,1,0.4811,0.2714,0,0.4,0.5136,1,0.5426,1
08/01/2026,10,W10,C1,Z2,Framing,15.5,0.5059,0.6853,0.3729,1,0,0,0.3055,0.1819,0,0.4,0.4764,1,0.627,2
08/01/2026,11,W10,C1,Z2,Framing,16.25,0.7269,0.8649,0.5531,1,1,1,0.3319,0.2888,0,0.4,0.838,2,0.7899,2
08/01/2026,0,W11,C2,Z1,Framing,8,0.6126,0.6662,0.5044,0,1,1,0.2954,0.2473,0,0.4,0.7718,2,0.6992,2
08/01/2026,1,W11,C2,Z1,Framing,8.75,0.7438,0.6108,0.6892,0,1,1,0.5358,0.1025,1,0.4,0.6518,2,0.6768,2
08/01/2026,2,W11,C2,Z1,Framing,9.5,0.6159,0.6888,0.7801,1,1,1,0.0878,0.1708,0,0.4,0.9326,2,0.9067,2
08/01/2026,3,W11,C2,Z1,Framing,10.25,0.8097,0.6463,0.43,1,1,1,0.429,0.2479,0,0.4,0.831,2,0.8805,2
08/01/2026,4,W11,C2,Z1,Framing,11,0.6532,0.6959,0.6002,1,1,1,0.4173,0.3016,0,0.4,0.738,2,0.8532,2
08/01/2026,5,W11,C2,Z1,Framing,11.75,0.8253,0.6763,0.428,1,1,1,0.4546,0.1099,0,0.4,0.8248,2,0.8912,2
08/01/2026,6,W11,C2,Z1,Framing,12.5,0.5467,0.5583,0.42,1,1,1,0.3007,0.2676,1,0.4,0.6966,2,0.69,2
08/01/2026,7,W11,C2,Z1,Framing,13.25,0.4333,0.4464,0.61,1,0,1,0.5747,0.0702,0,0.4,0.5861,1,0.5514,1
08/01/2026,8,W11,C2,Z1,Framing,14,0.5709,0.3983,0.5484,1,1,1,0.3632,0.1377,0,0.4,0.7273,2,0.773,2
08/01/2026,9,W11,C2,Z1,Framing,14.75,0.4067,0.7037,0.5531,1,0,1,0.8561,0.1479,1,0.4,0.478,1,0.4625,1
08/01/2026,10,W11,C2,Z1,Framing,15.5,0.5717,0.4342,0.5211,0,1,0,0.401,0.293,0,0.4,0.5671,1,0.5889,1
08/01/2026,11,W11,C2,Z1,Framing,16.25,0.8154,0.7333,0.7446,1,1,1,0.4309,0.3037,0,0.4,0.8542,2,0.8078,2
08/01/2026,0,W12,C3,Z1,Framing,8,0.6283,0.6625,0.3113,0,1,1,0.2791,0.288,0,0.4,0.6754,2,0.6731,2
08/01/2026,1,W12,C3,Z1,Framing,8.75,0.8366,0.5702,0.6641,1,1,1,0.2349,0.1916,0,0.4,0.8211,2,0.9136,2
08/01/2026,2,W12,C3,Z1,Framing,9.5,0.7746,0.5598,0.4553,1,1,1,0.4565,0.0007,0,0.4,0.7759,2,0.8849,2
08/01/2026,3,W12,C3,Z1,Framing,10.25,0.4438,0.4836,0.4893,1,1,1,0.2492,0.1502,0,0.4,0.7516,2,0.8125,2
08/01/2026,4,W12,C3,Z1,Framing,11,0.6791,0.612,0.5297,1,1,1,0.3241,0.3196,0,0.4,0.7909,2,0.8087,2
08/01/2026,5,W12,C3,Z1,Framing,11.75,0.67,0.5507,0.5542,1,1,0,0.4829,0.1523,0,0.4,0.7072,2,0.807,2
08/01/2026,6,W12,C3,Z1,Framing,12.5,0.5604,0.3253,0.5823,1,1,1,0.3278,0.1377,1,0.4,0.7318,2,0.6767,2
08/01/2026,7,W12,C3,Z1,Framing,13.25,0.5358,0.4931,0.5209,1,1,1,0.3418,0.1858,0,0.4,0.7764,2,0.7577,2
08/01/2026,8,W12,C3,Z1,Framing,14,0.552,0.5528,0.3249,1,1,1,0.1938,0.2422,0,0.4,0.7918,2,0.7539,2
08/01/2026,9,W12,C3,Z1,Framing,14.75,0.7586,0.5161,0.5566,1,1,1,0.3217,0.0716,1,0.4,0.8144,2,0.8086,2
08/01/2026,10,W12,C3,Z1,Framing,15.5,0.7012,0.569,0.6323,0,1,1,0.4181,0.1187,0,0.4,0.7649,2,0.6485,2
08/01/2026,11,W12,C3,Z1,Framing,16.25,0.5022,0.6471,0.6006,0,1,1,0.4926,0.0952,0,0.4,0.6321,2,0.6089,1
09/01/2026,0,W01,C1,Z1,Framing,8,0.5195,0.4218,0.6888,1,1,0,0.4046,0.2389,0,0.4,0.844,2,0.7811,2
09/01/2026,1,W01,C1,Z1,Framing,8.75,0.6356,0.5507,0.4103,0,1,1,0.2152,0.2475,0,0.4,0.6679,2,0.7213,2
09/01/2026,2,W01,C1,Z1,Framing,9.5,0.8695,0.6838,0.8388,1,1,1,0.1464,0.0947,0,0.4,1,2,1,2
09/01/2026,3,W01,C1,Z1,Framing,10.25,0.842,0.579,0.5338,0,1,1,0.1783,0.1621,0,0.4,0.83,2,0.8709,2
09/01/2026,4,W01,C1,Z1,Framing,11,0.5378,0.5109,0.522,1,1,0,0.1593,0.2524,0,0.4,0.8325,2,0.8507,2
09/01/2026,5,W01,C1,Z1,Framing,11.75,0.498,0.4338,0.5712,1,1,1,0.532,0.2854,0,0.4,0.792,2,0.7829,2
09/01/2026,6,W01,C1,Z1,Framing,12.5,0.7921,0.4582,0.4541,1,1,1,0.451,0,0,0.4,0.7794,2,0.8866,2
09/01/2026,7,W01,C1,Z1,Framing,13.25,0.6322,0.7683,0.5694,1,0,1,0.2681,0.217,0,0.4,0.8148,2,0.7837,2
09/01/2026,8,W01,C1,Z1,Framing,14,0.5964,0.6682,0.3855,0,1,1,0.2436,0.2331,0,0.4,0.7874,2,0.7216,2
09/01/2026,9,W01,C1,Z1,Framing,14.75,0.4887,0.3301,0.5406,0,1,1,0.3368,0.1208,0,0.4,0.631,2,0.6687,2
09/01/2026,10,W01,C1,Z1,Framing,15.5,0.6409,0.4892,0.5024,1,1,1,0.4444,0.1637,0,0.4,0.8191,2,0.7842,2
09/01/2026,11,W01,C1,Z1,Framing,16.25,0.6319,0.7464,0.4506,1,1,1,0.324,0.2988,1,0.4,0.7174,2,0.7051,2
09/01/2026,0,W02,C2,Z1,Framing,8,0.6479,0.6966,0.4836,0,1,1,0.4813,0.2638,0,0.4,0.6678,2,0.6538,2
09/01/2026,1,W02,C2,Z1,Framing,8.75,0.6128,0.4613,0.4469,1,1,1,0.3919,0.2072,0,0.4,0.6934,2,0.7729,2
09/01/2026,2,W02,C2,Z1,Framing,9.5,0.3657,0.4453,0.4627,1,0,1,0.3002,0.2059,1,0.4,0.5722,1,0.551,1
09/01/2026,3,W02,C2,Z1,Framing,10.25,0.4919,0.3717,0.4626,0,1,1,0.1841,0.2085,0,0.4,0.611,2,0.7055,2
09/01/2026,4,W02,C2,Z1,Framing,11,0.6402,0.6118,0.3684,1,1,1,0.4378,0.1776,0,0.4,0.7686,2,0.7477,2
09/01/2026,5,W02,C2,Z1,Framing,11.75,0.773,0.6544,0.5843,1,1,1,0.322,0.2016,0,0.4,0.8043,2,0.8527,2
09/01/2026,6,W02,C2,Z1,Framing,12.5,0.7677,0.5782,0.4722,1,1,1,0.4264,0.2384,0,0.4,0.7896,2,0.8278,2
09/01/2026,7,W02,C2,Z1,Framing,13.25,0.4836,0.7239,0.5554,0,0,1,0.2549,0.0885,0,0.4,0.5735,1,0.6302,2
09/01/2026,8,W02,C2,Z1,Framing,14,0.4933,0.6215,0.6546,1,1,1,0.3294,0.1763,0,0.4,0.6847,2,0.7813,2
09/01/2026,9,W02,C2,Z1,Framing,14.75,0.526,0.4845,0.6589,1,1,1,0.4536,0.3249,0,0.4,0.6263,2,0.7251,2
09/01/2026,10,W02,C2,Z1,Framing,15.5,0.4954,0.5275,0.7066,0,1,1,0.2823,0.1944,0,0.4,0.6603,2,0.6179,2
09/01/2026,11,W02,C2,Z1,Framing,16.25,0.5578,0.6029,0.4105,1,1,1,0.4209,0.3342,0,0.4,0.6894,2,0.6482,2
09/01/2026,0,W03,C3,Z1,Framing,8,0.6614,0.6991,0.6142,1,1,0,0.3658,0.137,0,0.4,0.799,2,0.8373,2
09/01/2026,1,W03,C3,Z1,Framing,8.75,0.6164,0.5321,0.5854,1,0,1,0.3258,0.1719,1,0.4,0.6559,2,0.6872,2
09/01/2026,2,W03,C3,Z1,Framing,9.5,0.7801,0.6874,0.5391,1,1,1,0.322,0.2034,0,0.4,0.8574,2,0.8962,2
09/01/2026,3,W03,C3,Z1,Framing,10.25,0.9093,0.5096,0.5763,0,1,1,0.5168,0.1961,0,0.4,0.7894,2,0.7574,2
09/01/2026,4,W03,C3,Z1,Framing,11,0.4644,0.6805,0.4008,1,1,1,0.3087,0.105,0,0.4,0.8168,2,0.8403,2
09/01/2026,5,W03,C3,Z1,Framing,11.75,0.3676,0.4432,0.5408,1,0,1,0.3581,0,0,0.4,0.6593,2,0.771,2
09/01/2026,6,W03,C3,Z1,Framing,12.5,0.3865,0.5954,0.5467,1,0,1,0.3612,0.1216,0,0.4,0.6423,2,0.707,2
09/01/2026,7,W03,C3,Z1,Framing,13.25,0.4636,0.4481,0.432,1,0,1,0.2627,0.1867,0,0.4,0.7383,2,0.7539,2
09/01/2026,8,W03,C3,Z1,Framing,14,0.8236,0.5869,0.6781,1,1,1,0.3157,0.2123,0,0.4,0.8655,2,0.9428,2
09/01/2026,9,W03,C3,Z1,Framing,14.75,0.5568,0.6126,0.5167,1,1,1,0.2454,0.201,0,0.4,0.8696,2,0.8376,2
09/01/2026,10,W03,C3,Z1,Framing,15.5,0.6159,0.6665,0.63,1,1,0,0.6095,0.0653,0,0.4,0.7366,2,0.7513,2
09/01/2026,11,W03,C3,Z1,Framing,16.25,0.6917,0.591,0.628,1,1,1,0.234,0.1741,0,0.4,0.848,2,0.7874,2
09/01/2026,0,W04,C1,Z3,MEP Rough-In,8,0.7516,0.6129,0.5668,1,1,1,0.5094,0.1506,0,0.84,0.6832,2,0.6349,2
09/01/2026,1,W04,C1,Z3,MEP Rough-In,8.75,0.6428,0.596,0.5492,1,1,1,0.6902,0.1486,1,0.84,0.4103,1,0.511,1
09/01/2026,2,W04,C1,Z3,MEP Rough-In,9.5,0.806,0.4833,0.5569,0,1,1,0.3922,0.1614,0,0.84,0.5767,1,0.6492,2
09/01/2026,3,W04,C1,Z3,MEP Rough-In,10.25,0.6428,0.4725,0.521,0,1,1,0.6198,0.1416,0,0.84,0.51,1,0.4531,1
09/01/2026,4,W04,C1,Z3,MEP Rough-In,11,0.8743,0.5314,0.5814,1,1,1,0.1645,0.1424,0,0.84,0.7104,2,0.8366,2
09/01/2026,5,W04,C1,Z3,MEP Rough-In,11.75,0.3494,0.5879,0.5915,0,0,1,0.5198,0.1603,0,0.84,0.3426,1,0.3683,1
09/01/2026,6,W04,C1,Z3,MEP Rough-In,12.5,0.4234,0.5423,0.721,1,1,1,0.8108,0.1872,1,0.84,0.3726,1,0.4367,1
09/01/2026,7,W04,C1,Z3,MEP Rough-In,13.25,0.6654,0.5127,0.5007,0,1,1,0.6458,0.2323,0,0.84,0.4323,1,0.476,1
09/01/2026,8,W04,C1,Z3,MEP Rough-In,14,0.6725,0.6318,0.604,0,1,1,0.5846,0.1955,0,0.84,0.5287,1,0.5251,1
09/01/2026,9,W04,C1,Z3,MEP Rough-In,14.75,0.7853,0.5509,0.566,1,1,1,0.5831,0.1789,0,0.84,0.6106,2,0.5706,1
09/01/2026,10,W04,C1,Z3,MEP Rough-In,15.5,0.6087,0.5682,0.5138,0,1,1,0.5206,0.1581,0,0.84,0.4979,1,0.4596,1
09/01/2026,11,W04,C1,Z3,MEP Rough-In,16.25,0.4326,0.3666,0.3737,0,1,1,0.5691,0.1962,0,0.84,0.305,0,0.3377,0
09/01/2026,0,W05,C2,Z2,Framing,8,0.7031,0.5989,0.7047,0,1,1,0.1134,0.1488,0,0.4,0.7842,2,0.7107,2
09/01/2026,1,W05,C2,Z2,Framing,8.75,0.7576,0.6779,0.6567,1,1,1,0.3756,0.047,0,0.4,0.871,2,0.8657,2
09/01/2026,2,W05,C2,Z2,Framing,9.5,0.5162,0.4604,0.5472,1,0,1,0.3388,0.1868,0,0.4,0.6026,1,0.6501,2
09/01/2026,3,W05,C2,Z2,Framing,10.25,0.6916,0.6789,0.4479,1,1,1,0.2979,0.0907,0,0.4,0.8173,2,0.7794,2
09/01/2026,4,W05,C2,Z2,Framing,11,0.3396,0.4884,0.5011,0,0,1,0.3486,0.2223,0,0.4,0.4508,1,0.4266,1
09/01/2026,5,W05,C2,Z2,Framing,11.75,0.5888,0.6459,0.5278,0,1,1,0.2476,0.291,1,0.4,0.5412,1,0.5903,1
09/01/2026,6,W05,C2,Z2,Framing,12.5,0.3933,0.4763,0.6742,0,0,1,0.4903,0.2081,1,0.4,0.3504,1,0.4002,1
09/01/2026,7,W05,C2,Z2,Framing,13.25,0.5541,0.4802,0.4003,0,1,1,0.3339,0.1256,0,0.4,0.5756,1,0.6306,2
09/01/2026,8,W05,C2,Z2,Framing,14,0.7586,0.6935,0.6969,0,1,1,0.256,0.1622,0,0.4,0.7477,2,0.7503,2
09/01/2026,9,W05,C2,Z2,Framing,14.75,0.5822,0.4829,0.4151,1,1,0,0.1262,0.1692,0,0.4,0.6994,2,0.7267,2
09/01/2026,10,W05,C2,Z2,Framing,15.5,0.6159,0.7346,0.6388,1,1,1,0.1859,0.1622,0,0.4,0.8379,2,0.7754,2
09/01/2026,11,W05,C2,Z2,Framing,16.25,0.6978,0.6394,0.6341,1,1,1,0.2849,0.2393,0,0.4,0.7104,2,0.7374,2
09/01/2026,0,W06,C3,Z3,MEP Rough-In,8,0.4372,0.4351,0.4673,1,1,1,0.3706,0.153,1,0.84,0.4328,1,0.5315,1
09/01/2026,1,W06,C3,Z3,MEP Rough-In,8.75,0.5341,0.5885,0.4912,0,1,0,0.5647,0.2205,0,0.84,0.3819,1,0.4472,1
09/01/2026,2,W06,C3,Z3,MEP Rough-In,9.5,0.6108,0.6242,0.6088,1,1,1,0.4899,0.1672,1,0.84,0.4403,1,0.5275,1
09/01/2026,3,W06,C3,Z3,MEP Rough-In,10.25,0.6254,0.5894,0.5044,0,0,1,0.4105,0.2499,1,0.84,0.3952,1,0.2846,0
09/01/2026,4,W06,C3,Z3,MEP Rough-In,11,0.6007,0.4855,0.458,1,1,0,0.4239,0.1373,0,0.84,0.5886,1,0.6029,1
